what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436416144470
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436416148376
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436416148533
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436416150142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416152595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436416159303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416160522
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1436416160522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1436416160522
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436416171277
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436416171339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436416175036
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436416175973
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436416184083
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436416184333
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436416184458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1436416193557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436416198012
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1436416200872
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1436416200918
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436416201701
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1436416201811
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436416201905
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436416203608
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436416204874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416207834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416209038
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1436416209084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416213823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416213854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416214338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416224826
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436416227013
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436416244445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416248902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416250246
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1436416250292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416252352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416252368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416252821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416265518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436416274063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416274766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416303395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436416309692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416311129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416314129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416318669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416330642
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436416340087
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436416342572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436416345025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416353245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416422042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416422699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416439409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416441562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416546140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416549673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416551689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1436416551736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416552439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416570744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416572775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416758328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436416764593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416768719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416870212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436416873650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436417062073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436417101678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436417104256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1436417104288
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1436417107491
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1436417107569
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436417108382
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1436417108602
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436417108680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436417110968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436417218162
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436417220583
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436417221927
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436417263451
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436417265607
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436417269216
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436417272165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436417293058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1436417300433
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436417302712
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1436417305666
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436417314341
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1436417320701
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436417322060
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436417324857
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1436417325091
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1436417325154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436417328935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436417380384
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1436417384556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436417389369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436418344340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436418345968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436418424448
